filename,um_label
HeStutters_0_17.wav,0.0
HeStutters_0_18.wav,0.0
HeStutters_0_19.wav,0.0
HeStutters_0_20.wav,0.0
HeStutters_0_26.wav,0.0
HeStutters_1_0.wav,0.0
HeStutters_1_1.wav,0.0
HeStutters_1_2.wav,0.0
HeStutters_1_3.wav,1.0
HeStutters_1_4.wav,0.0
HeStutters_1_5.wav,0.0
HeStutters_1_6.wav,0.0
HeStutters_1_7.wav,0.0
HeStutters_1_8.wav,0.0
HeStutters_1_9.wav,0.0
HeStutters_1_10.wav,0.0
HeStutters_1_11.wav,0.0
HeStutters_1_12.wav,0.0
HeStutters_1_13.wav,0.0
HeStutters_1_14.wav,0.0
HeStutters_1_17.wav,0.0
HeStutters_1_18.wav,0.0
HeStutters_1_37.wav,0.0
HeStutters_1_57.wav,0.0
HeStutters_1_58.wav,0.0
HeStutters_1_79.wav,0.0
HeStutters_1_80.wav,0.0
HeStutters_1_96.wav,0.0
HeStutters_1_97.wav,0.0
HeStutters_1_105.wav,0.0
HeStutters_1_106.wav,0.0
HeStutters_1_107.wav,0.0
HeStutters_1_108.wav,0.0
HeStutters_1_109.wav,1.0
HeStutters_1_110.wav,0.0
HeStutters_1_111.wav,0.0
HeStutters_1_112.wav,0.0
HeStutters_1_113.wav,0.0
HeStutters_1_114.wav,0.0
HeStutters_1_115.wav,0.0
HeStutters_1_116.wav,0.0
HeStutters_1_117.wav,0.0
HeStutters_1_118.wav,0.0
HeStutters_1_119.wav,0.0
HeStutters_1_120.wav,0.0
HeStutters_1_121.wav,0.0
HeStutters_1_122.wav,0.0
HeStutters_1_123.wav,0.0
HeStutters_1_124.wav,0.0
HeStutters_1_125.wav,0.0
HeStutters_1_126.wav,0.0
HeStutters_1_127.wav,0.0
HeStutters_1_128.wav,0.0
HeStutters_1_129.wav,0.0
HeStutters_1_130.wav,0.0
HeStutters_1_131.wav,0.0
HeStutters_1_132.wav,0.0
HeStutters_1_133.wav,1.0
HeStutters_1_134.wav,0.0
HeStutters_1_135.wav,0.0
HeStutters_1_136.wav,0.0
HeStutters_1_137.wav,0.0
HeStutters_1_138.wav,0.0
HeStutters_1_139.wav,0.0
HeStutters_1_140.wav,0.0
HeStutters_1_141.wav,0.0
HeStutters_1_142.wav,0.0
HeStutters_1_143.wav,0.0
HeStutters_1_144.wav,0.0
HeStutters_1_145.wav,0.0
HeStutters_1_146.wav,0.0
HeStutters_1_147.wav,0.0
HeStutters_1_148.wav,0.0
HeStutters_1_149.wav,0.0
HeStutters_1_150.wav,0.0
HeStutters_1_151.wav,0.0
HeStutters_1_152.wav,0.0
HeStutters_1_153.wav,0.0
HeStutters_1_154.wav,0.0
HeStutters_1_155.wav,0.0
HeStutters_1_156.wav,0.0
HeStutters_1_157.wav,0.0
HeStutters_1_158.wav,0.0
HeStutters_1_159.wav,0.0
HeStutters_1_160.wav,1.0
HeStutters_1_161.wav,0.0
HeStutters_1_162.wav,0.0
HeStutters_1_163.wav,0.0
HeStutters_1_164.wav,0.0
HeStutters_1_165.wav,0.0
HeStutters_1_166.wav,0.0
HeStutters_1_167.wav,0.0
HeStutters_1_168.wav,0.0
HeStutters_1_169.wav,0.0
HeStutters_1_170.wav,0.0
HeStutters_1_171.wav,0.0
HeStutters_1_172.wav,0.0
HeStutters_1_173.wav,0.0
HeStutters_1_174.wav,0.0
HeStutters_1_175.wav,0.0
HeStutters_1_176.wav,0.0
HeStutters_1_177.wav,0.0
HeStutters_1_178.wav,0.0
HeStutters_1_179.wav,0.0
HeStutters_1_180.wav,0.0
HeStutters_1_181.wav,0.0
HeStutters_1_182.wav,0.0
HeStutters_1_183.wav,0.0
HeStutters_1_184.wav,0.0
HeStutters_1_185.wav,0.0
HeStutters_1_186.wav,0.0
HeStutters_1_187.wav,0.0
HeStutters_1_188.wav,0.0
HeStutters_1_189.wav,0.0
HeStutters_1_190.wav,0.0
HeStutters_1_191.wav,0.0
HeStutters_1_192.wav,0.0
HeStutters_1_193.wav,0.0
HeStutters_1_194.wav,0.0
HeStutters_1_195.wav,0.0
HeStutters_1_196.wav,0.0
HeStutters_1_197.wav,0.0
HeStutters_1_198.wav,0.0
HeStutters_1_199.wav,0.0
HeStutters_1_200.wav,0.0
HeStutters_1_201.wav,0.0
HeStutters_1_202.wav,0.0
HeStutters_1_203.wav,0.0
HeStutters_1_204.wav,0.0
HeStutters_1_205.wav,0.0
HeStutters_1_206.wav,0.0
HeStutters_1_207.wav,0.0
HeStutters_1_208.wav,0.0
HeStutters_1_209.wav,0.0
HeStutters_1_210.wav,0.0
HeStutters_1_211.wav,0.0
HeStutters_1_212.wav,0.0
HeStutters_1_213.wav,0.0
HeStutters_1_214.wav,0.0
HeStutters_1_215.wav,1.0
HeStutters_1_216.wav,1.0
HeStutters_1_217.wav,0.0
HeStutters_1_218.wav,0.0
HeStutters_1_219.wav,0.0
HeStutters_1_220.wav,0.0
HeStutters_1_221.wav,0.0
HeStutters_1_222.wav,0.0
HeStutters_1_223.wav,0.0
HeStutters_1_224.wav,0.0
HeStutters_1_225.wav,0.0
HeStutters_1_226.wav,0.0
HeStutters_1_227.wav,0.0
HeStutters_1_228.wav,0.0
HeStutters_1_229.wav,0.0
HeStutters_1_230.wav,0.0
HeStutters_1_231.wav,0.0
HeStutters_1_232.wav,0.0
HeStutters_1_233.wav,1.0
HeStutters_1_234.wav,0.0
HeStutters_1_235.wav,0.0
HeStutters_1_236.wav,0.0
HeStutters_1_237.wav,0.0
HeStutters_1_238.wav,0.0
HeStutters_1_239.wav,0.0
HeStutters_1_240.wav,1.0
HeStutters_1_241.wav,0.0
HeStutters_1_242.wav,0.0
HeStutters_1_243.wav,0.0
HeStutters_1_244.wav,0.0
HeStutters_1_245.wav,0.0
HeStutters_1_246.wav,0.0
HeStutters_1_247.wav,0.0
HeStutters_1_248.wav,0.0
HeStutters_1_249.wav,0.0
HeStutters_1_250.wav,0.0
HeStutters_1_251.wav,0.0
HeStutters_1_252.wav,1.0
HeStutters_1_253.wav,0.0
HeStutters_1_254.wav,0.0
HeStutters_1_255.wav,0.0
HeStutters_1_256.wav,0.0
HeStutters_1_257.wav,0.0
HeStutters_1_258.wav,0.0
HeStutters_1_259.wav,0.0
HeStutters_1_260.wav,0.0
HeStutters_1_261.wav,0.0
HeStutters_1_262.wav,0.0
HeStutters_1_263.wav,0.0
HeStutters_1_264.wav,0.0
HeStutters_1_265.wav,0.0
HeStutters_1_266.wav,0.0
HeStutters_1_267.wav,0.0
HeStutters_1_268.wav,0.0
HeStutters_1_269.wav,0.0
HeStutters_1_270.wav,0.0
HeStutters_1_271.wav,0.0
HeStutters_1_272.wav,0.0
HeStutters_2_0.wav,0.0
HeStutters_2_1.wav,0.0
HeStutters_2_2.wav,1.0
HeStutters_2_3.wav,0.0
HeStutters_2_4.wav,0.0
HeStutters_2_5.wav,0.0
HeStutters_2_6.wav,1.0
HeStutters_2_7.wav,1.0
HeStutters_2_8.wav,1.0
HeStutters_2_9.wav,0.0
HeStutters_2_10.wav,0.0
HeStutters_2_11.wav,0.0
HeStutters_2_12.wav,0.0
HeStutters_2_13.wav,0.0
HeStutters_2_14.wav,0.0
HeStutters_2_15.wav,0.0
HeStutters_2_16.wav,0.0
HeStutters_2_17.wav,1.0
HeStutters_2_18.wav,0.0
HeStutters_2_19.wav,1.0
HeStutters_2_20.wav,0.0
HeStutters_2_21.wav,0.0
HeStutters_2_22.wav,0.0
HeStutters_2_23.wav,0.0
HeStutters_2_24.wav,0.0
HeStutters_2_25.wav,0.0
HeStutters_2_26.wav,1.0
HeStutters_2_27.wav,1.0
HeStutters_2_28.wav,1.0
HeStutters_2_29.wav,0.0
HeStutters_2_30.wav,1.0
HeStutters_2_31.wav,0.0
HeStutters_2_32.wav,0.0
HeStutters_2_33.wav,0.0
HeStutters_2_34.wav,0.0
HeStutters_2_35.wav,0.0
HeStutters_2_36.wav,0.0
HeStutters_2_37.wav,0.0
HeStutters_2_38.wav,0.0
HeStutters_2_39.wav,0.0
HeStutters_2_40.wav,0.0
HeStutters_2_42.wav,0.0
HeStutters_2_43.wav,0.0
HeStutters_2_44.wav,0.0
HeStutters_2_45.wav,0.0
HeStutters_2_46.wav,0.0
HeStutters_2_47.wav,0.0
HeStutters_2_48.wav,0.0
HeStutters_2_49.wav,1.0
HeStutters_2_50.wav,0.0
HeStutters_2_51.wav,0.0
HeStutters_2_52.wav,0.0
HeStutters_2_53.wav,0.0
HeStutters_2_54.wav,0.0
HeStutters_2_55.wav,1.0
HeStutters_2_56.wav,0.0
HeStutters_2_57.wav,0.0
HeStutters_2_58.wav,0.0
HeStutters_2_59.wav,0.0
HeStutters_2_60.wav,1.0
HeStutters_2_61.wav,0.0
HeStutters_2_62.wav,1.0
HeStutters_2_63.wav,1.0
HeStutters_2_64.wav,0.0
HeStutters_2_65.wav,0.0
HeStutters_2_66.wav,1.0
HeStutters_2_67.wav,0.0
HeStutters_2_68.wav,0.0
HeStutters_2_69.wav,1.0
HeStutters_2_70.wav,1.0
HeStutters_2_71.wav,0.0
HeStutters_2_72.wav,0.0
HeStutters_2_73.wav,0.0
HeStutters_2_74.wav,0.0
HeStutters_2_75.wav,1.0
HeStutters_2_76.wav,1.0
HeStutters_2_77.wav,0.0
HeStutters_2_78.wav,0.0
HeStutters_2_79.wav,0.0
HeStutters_2_80.wav,1.0
HeStutters_2_81.wav,0.0
HeStutters_2_82.wav,0.0
HeStutters_2_83.wav,1.0
HeStutters_2_84.wav,1.0
HeStutters_2_85.wav,0.0
HeStutters_2_86.wav,1.0
HeStutters_2_87.wav,1.0
HeStutters_2_88.wav,0.0
HeStutters_2_89.wav,0.0
HeStutters_2_90.wav,0.0
HeStutters_2_91.wav,1.0
HeStutters_2_92.wav,1.0
HeStutters_2_93.wav,1.0
HeStutters_2_94.wav,1.0
HeStutters_2_95.wav,1.0
HeStutters_2_96.wav,0.0
HeStutters_2_97.wav,0.0
HeStutters_2_98.wav,0.0
HeStutters_2_99.wav,0.0
HeStutters_2_100.wav,0.0
HeStutters_2_101.wav,0.0
HeStutters_2_102.wav,1.0
HeStutters_2_103.wav,0.0
HeStutters_2_104.wav,1.0
HeStutters_2_105.wav,0.0
HeStutters_2_106.wav,1.0
HeStutters_2_107.wav,0.0
HeStutters_2_108.wav,0.0
HeStutters_2_109.wav,0.0
